date,year,quarter,month,state_code,state_name,vehicle_category,manufacturer,registrations
2022-07-01,2022,Q3,7,MH,Maharashtra,4W,Hyundai,1965
2022-07-01,2022,Q3,7,MH,Maharashtra,4W,Tata Motors,1876
2022-07-01,2022,Q3,7,MH,Maharashtra,4W,Mahindra,1715
2022-07-01,2022,Q3,7,MH,Maharashtra,4W,Honda,1742
2022-07-01,2022,Q3,7,MH,Maharashtra,4W,Toyota,1286
2022-07-01,2022,Q3,7,KA,Karnataka,2W,Hero,12506
2022-07-01,2022,Q3,7,KA,Karnataka,2W,Honda,10452
2022-07-01,2022,Q3,7,KA,Karnataka,2W,Bajaj,6968
2022-07-01,2022,Q3,7,KA,Karnataka,2W,TVS,5628
2022-07-01,2022,Q3,7,KA,Karnataka,2W,Yamaha,2322
2022-07-01,2022,Q3,7,KA,Karnataka,2W,Royal Enfield,1295
2022-07-01,2022,Q3,7,KA,Karnataka,3W,Bajaj,2613
2022-07-01,2022,Q3,7,KA,Karnataka,3W,TVS,1876
2022-07-01,2022,Q3,7,KA,Karnataka,3W,Mahindra,1143
2022-07-01,2022,Q3,7,KA,Karnataka,3W,Piaggio,1072
2022-07-01,2022,Q3,7,KA,Karnataka,3W,Force Motors,661
2022-07-01,2022,Q3,7,KA,Karnataka,4W,Maruti Suzuki,5628
2022-07-01,2022,Q3,7,KA,Karnataka,4W,Hyundai,1965
2022-07-01,2022,Q3,7,KA,Karnataka,4W,Tata Motors,1876
2022-07-01,2022,Q3,7,KA,Karnataka,4W,Mahindra,1715
2022-07-01,2022,Q3,7,KA,Karnataka,4W,Honda,1742
2022-07-01,2022,Q3,7,KA,Karnataka,4W,Toyota,1286
2022-07-01,2022,Q3,7,TN,Tamil Nadu,2W,Hero,12506
2022-07-01,2022,Q3,7,TN,Tamil Nadu,2W,Honda,10452
2022-07-01,2022,Q3,7,TN,Tamil Nadu,2W,Bajaj,6968
2022-07-01,2022,Q3,7,TN,Tamil Nadu,2W,TVS,5628
2022-07-01,2022,Q3,7,TN,Tamil Nadu,2W,Yamaha,2322
2022-07-01,2022,Q3,7,TN,Tamil Nadu,2W,Royal Enfield,1295
2022-07-01,2022,Q3,7,TN,Tamil Nadu,3W,Bajaj,2613
2022-07-01,2022,Q3,7,TN,Tamil Nadu,3W,TVS,1876
2022-07-01,2022,Q3,7,TN,Tamil Nadu,3W,Mahindra,1143
2022-07-01,2022,Q3,7,TN,Tamil Nadu,3W,Piaggio,1072
2022-07-01,2022,Q3,7,TN,Tamil Nadu,3W,Force Motors,661
2022-07-01,2022,Q3,7,TN,Tamil Nadu,4W,Maruti Suzuki,5628
2022-07-01,2022,Q3,7,TN,Tamil Nadu,4W,Hyundai,1965
2022-07-01,2022,Q3,7,TN,Tamil Nadu,4W,Tata Motors,1876
2022-07-01,2022,Q3,7,TN,Tamil Nadu,4W,Mahindra,1715
2022-07-01,2022,Q3,7,TN,Tamil Nadu,4W,Honda,1742
2022-07-01,2022,Q3,7,TN,Tamil Nadu,4W,Toyota,1286
2022-07-01,2022,Q3,7,UP,Uttar Pradesh,2W,Hero,12506
2022-07-01,2022,Q3,7,UP,Uttar Pradesh,2W,Honda,10452
2022-07-01,2022,Q3,7,UP,Uttar Pradesh,2W,Bajaj,6968
2022-07-01,2022,Q3,7,UP,Uttar Pradesh,2W,TVS,5628
2022-07-01,2022,Q3,7,UP,Uttar Pradesh,2W,Yamaha,2322
2022-07-01,2022,Q3,7,UP,Uttar Pradesh,2W,Royal Enfield,1295
2022-07-01,2022,Q3,7,UP,Uttar Pradesh,3W,Bajaj,2613
2022-07-01,2022,Q3,7,UP,Uttar Pradesh,3W,TVS,1876
2022-07-01,2022,Q3,7,UP,Uttar Pradesh,3W,Mahindra,1143
2022-07-01,2022,Q3,7,UP,Uttar Pradesh,3W,Piaggio,1072
2022-07-01,2022,Q3,7,UP,Uttar Pradesh,3W,Force Motors,661
2022-07-01,2022,Q3,7,UP,Uttar Pradesh,4W,Maruti Suzuki,5628
2022-07-01,2022,Q3,7,UP,Uttar Pradesh,4W,Hyundai,1965
2022-07-01,2022,Q3,7,UP,Uttar Pradesh,4W,Tata Motors,1876
2022-07-01,2022,Q3,7,UP,Uttar Pradesh,4W,Mahindra,1715
2022-07-01,2022,Q3,7,UP,Uttar Pradesh,4W,Honda,1742
2022-07-01,2022,Q3,7,UP,Uttar Pradesh,4W,Toyota,1286
2022-07-01,2022,Q3,7,GJ,Gujarat,2W,Hero,12506
2022-07-01,2022,Q3,7,GJ,Gujarat,2W,Honda,10452
2022-07-01,2022,Q3,7,GJ,Gujarat,2W,Bajaj,6968
2022-07-01,2022,Q3,7,GJ,Gujarat,2W,TVS,5628
2022-07-01,2022,Q3,7,GJ,Gujarat,2W,Yamaha,2322
2022-07-01,2022,Q3,7,GJ,Gujarat,2W,Royal Enfield,1295
2022-07-01,2022,Q3,7,GJ,Gujarat,3W,Bajaj,2613
2022-07-01,2022,Q3,7,GJ,Gujarat,3W,TVS,1876
2022-07-01,2022,Q3,7,GJ,Gujarat,3W,Mahindra,1143
2022-07-01,2022,Q3,7,GJ,Gujarat,3W,Piaggio,1072
2022-07-01,2022,Q3,7,GJ,Gujarat,3W,Force Motors,661
2022-07-01,2022,Q3,7,GJ,Gujarat,4W,Maruti Suzuki,5628
2022-07-01,2022,Q3,7,GJ,Gujarat,4W,Hyundai,1965
2022-07-01,2022,Q3,7,GJ,Gujarat,4W,Tata Motors,1876
2022-07-01,2022,Q3,7,GJ,Gujarat,4W,Mahindra,1715
2022-07-01,2022,Q3,7,GJ,Gujarat,4W,Honda,1742
2022-07-01,2022,Q3,7,GJ,Gujarat,4W,Toyota,1286
2022-07-01,2022,Q3,7,RJ,Rajasthan,2W,Hero,12506
2022-07-01,2022,Q3,7,RJ,Rajasthan,2W,Honda,10452
2022-07-01,2022,Q3,7,RJ,Rajasthan,2W,Bajaj,6968
2022-07-01,2022,Q3,7,RJ,Rajasthan,2W,TVS,5628
2022-07-01,2022,Q3,7,RJ,Rajasthan,2W,Yamaha,2322
2022-07-01,2022,Q3,7,RJ,Rajasthan,2W,Royal Enfield,1295
2022-07-01,2022,Q3,7,RJ,Rajasthan,3W,Bajaj,2613
2022-07-01,2022,Q3,7,RJ,Rajasthan,3W,TVS,1876
2022-07-01,2022,Q3,7,RJ,Rajasthan,3W,Mahindra,1143
2022-07-01,2022,Q3,7,RJ,Rajasthan,3W,Piaggio,1072
2022-07-01,2022,Q3,7,RJ,Rajasthan,3W,Force Motors,661
2022-07-01,2022,Q3,7,RJ,Rajasthan,4W,Maruti Suzuki,5628
2022-07-01,2022,Q3,7,RJ,Rajasthan,4W,Hyundai,1965
2022-07-01,2022,Q3,7,RJ,Rajasthan,4W,Tata Motors,1876
2022-07-01,2022,Q3,7,RJ,Rajasthan,4W,Mahindra,1715
2022-07-01,2022,Q3,7,RJ,Rajasthan,4W,Honda,1742
2022-07-01,2022,Q3,7,RJ,Rajasthan,4W,Toyota,1286
2022-07-01,2022,Q3,7,WB,West Bengal,2W,Hero,12506
2022-07-01,2022,Q3,7,WB,West Bengal,2W,Honda,10452
2022-07-01,2022,Q3,7,WB,West Bengal,2W,Bajaj,6968
2022-07-01,2022,Q3,7,WB,West Bengal,2W,TVS,5628
2022-07-01,2022,Q3,7,WB,West Bengal,2W,Yamaha,2322
2022-07-01,2022,Q3,7,WB,West Bengal,2W,Royal Enfield,1295
2022-07-01,2022,Q3,7,WB,West Bengal,3W,Bajaj,2613
2022-07-01,2022,Q3,7,WB,West Bengal,3W,TVS,1876
2022-07-01,2022,Q3,7,WB,West Bengal,3W,Mahindra,1143
2022-07-01,2022,Q3,7,WB,West Bengal,3W,Piaggio,1072
2022-07-01,2022,Q3,7,WB,West Bengal,3W,Force Motors,661
2022-07-01,2022,Q3,7,WB,West Bengal,4W,Maruti Suzuki,5628
2022-07-01,2022,Q3,7,WB,West Bengal,4W,Hyundai,1965
2022-07-01,2022,Q3,7,WB,West Bengal,4W,Tata Motors,1876
2022-07-01,2022,Q3,7,WB,West Bengal,4W,Mahindra,1715
2022-07-01,2022,Q3,7,WB,West Bengal,4W,Honda,1742
2022-07-01,2022,Q3,7,WB,West Bengal,4W,Toyota,1286
2022-07-01,2022,Q3,7,AP,Andhra Pradesh,2W,Hero,12506
2022-07-01,2022,Q3,7,AP,Andhra Pradesh,2W,Honda,10452
2022-07-01,2022,Q3,7,AP,Andhra Pradesh,2W,Bajaj,6968
2022-07-01,2022,Q3,7,AP,Andhra Pradesh,2W,TVS,5628
2022-07-01,2022,Q3,7,AP,Andhra Pradesh,2W,Yamaha,2322
2022-07-01,2022,Q3,7,AP,Andhra Pradesh,2W,Royal Enfield,1295
2022-07-01,2022,Q3,7,AP,Andhra Pradesh,3W,Bajaj,2613
2022-07-01,2022,Q3,7,AP,Andhra Pradesh,3W,TVS,1876
2022-07-01,2022,Q3,7,AP,Andhra Pradesh,3W,Mahindra,1143
2022-07-01,2022,Q3,7,AP,Andhra Pradesh,3W,Piaggio,1072
2022-07-01,2022,Q3,7,AP,Andhra Pradesh,3W,Force Motors,661
2022-07-01,2022,Q3,7,AP,Andhra Pradesh,4W,Maruti Suzuki,5628
2022-07-01,2022,Q3,7,AP,Andhra Pradesh,4W,Hyundai,1965
2022-07-01,2022,Q3,7,AP,Andhra Pradesh,4W,Tata Motors,1876
2022-07-01,2022,Q3,7,AP,Andhra Pradesh,4W,Mahindra,1715
2022-07-01,2022,Q3,7,AP,Andhra Pradesh,4W,Honda,1742
2022-07-01,2022,Q3,7,AP,Andhra Pradesh,4W,Toyota,1286
2022-07-01,2022,Q3,7,TS,Telangana,2W,Hero,12506
2022-07-01,2022,Q3,7,TS,Telangana,2W,Honda,10452
2022-07-01,2022,Q3,7,TS,Telangana,2W,Bajaj,6968
2022-07-01,2022,Q3,7,TS,Telangana,2W,TVS,5628
2022-07-01,2022,Q3,7,TS,Telangana,2W,Yamaha,2322
2022-07-01,2022,Q3,7,TS,Telangana,2W,Royal Enfield,1295
2022-07-01,2022,Q3,7,TS,Telangana,3W,Bajaj,2613
2022-07-01,2022,Q3,7,TS,Telangana,3W,TVS,1876
2022-07-01,2022,Q3,7,TS,Telangana,3W,Mahindra,1143
2022-07-01,2022,Q3,7,TS,Telangana,3W,Piaggio,1072
2022-07-01,2022,Q3,7,TS,Telangana,3W,Force Motors,661
2022-07-01,2022,Q3,7,TS,Telangana,4W,Maruti Suzuki,5628
2022-07-01,2022,Q3,7,TS,Telangana,4W,Hyundai,1965
2022-07-01,2022,Q3,7,TS,Telangana,4W,Tata Motors,1876
2022-07-01,2022,Q3,7,TS,Telangana,4W,Mahindra,1715
2022-07-01,2022,Q3,7,TS,Telangana,4W,Honda,1742
2022-07-01,2022,Q3,7,TS,Telangana,4W,Toyota,1286
2022-08-01,2022,Q3,8,DL,Delhi,2W,Hero,9066
2022-08-01,2022,Q3,8,DL,Delhi,2W,Honda,11424
2022-08-01,2022,Q3,8,DL,Delhi,2W,Bajaj,7978
2022-08-01,2022,Q3,8,DL,Delhi,2W,TVS,3944
2022-08-01,2022,Q3,8,DL,Delhi,2W,Yamaha,1994
2022-08-01,2022,Q3,8,DL,Delhi,2W,Royal Enfield,1224
2022-08-01,2022,Q3,8,DL,Delhi,3W,Bajaj,2992
2022-08-01,2022,Q3,8,DL,Delhi,3W,TVS,1314
2022-08-01,2022,Q3,8,DL,Delhi,3W,Mahindra,979
2022-08-01,2022,Q3,8,DL,Delhi,3W,Piaggio,1169
2022-08-01,2022,Q3,8,DL,Delhi,3W,Force Motors,489
2022-08-01,2022,Q3,8,DL,Delhi,4W,Maruti Suzuki,3536
2022-08-01,2022,Q3,8,DL,Delhi,4W,Hyundai,2901
2022-08-01,2022,Q3,8,DL,Delhi,4W,Tata Motors,1360
2022-08-01,2022,Q3,8,DL,Delhi,4W,Mahindra,1468
2022-08-01,2022,Q3,8,DL,Delhi,4W,Honda,1904
2022-08-01,2022,Q3,8,DL,Delhi,4W,Toyota,1595
2022-08-01,2022,Q3,8,MH,Maharashtra,2W,Hero,9066
2022-08-01,2022,Q3,8,MH,Maharashtra,2W,Honda,11424
2022-08-01,2022,Q3,8,MH,Maharashtra,2W,Bajaj,7978
2022-08-01,2022,Q3,8,MH,Maharashtra,2W,TVS,3944
2022-08-01,2022,Q3,8,MH,Maharashtra,2W,Yamaha,1994
2022-08-01,2022,Q3,8,MH,Maharashtra,2W,Royal Enfield,1224
2022-08-01,2022,Q3,8,MH,Maharashtra,3W,Bajaj,2992
2022-08-01,2022,Q3,8,MH,Maharashtra,3W,TVS,1314
2022-08-01,2022,Q3,8,MH,Maharashtra,3W,Mahindra,979
2022-08-01,2022,Q3,8,MH,Maharashtra,3W,Piaggio,1169
2022-08-01,2022,Q3,8,MH,Maharashtra,3W,Force Motors,489
2022-08-01,2022,Q3,8,MH,Maharashtra,4W,Maruti Suzuki,3536
2022-08-01,2022,Q3,8,MH,Maharashtra,4W,Hyundai,2901
2022-08-01,2022,Q3,8,MH,Maharashtra,4W,Tata Motors,1360
2022-08-01,2022,Q3,8,MH,Maharashtra,4W,Mahindra,1468
2022-08-01,2022,Q3,8,MH,Maharashtra,4W,Honda,1904
2022-08-01,2022,Q3,8,MH,Maharashtra,4W,Toyota,1595
2022-08-01,2022,Q3,8,KA,Karnataka,2W,Hero,9066
2022-08-01,2022,Q3,8,KA,Karnataka,2W,Honda,11424
2022-08-01,2022,Q3,8,KA,Karnataka,2W,Bajaj,7978
2022-08-01,2022,Q3,8,KA,Karnataka,2W,TVS,3944
2022-08-01,2022,Q3,8,KA,Karnataka,2W,Yamaha,1994
2022-08-01,2022,Q3,8,KA,Karnataka,2W,Royal Enfield,1224
2022-08-01,2022,Q3,8,KA,Karnataka,3W,Bajaj,2992
2022-08-01,2022,Q3,8,KA,Karnataka,3W,TVS,1314
2022-08-01,2022,Q3,8,KA,Karnataka,3W,Mahindra,979
2022-08-01,2022,Q3,8,KA,Karnataka,3W,Piaggio,1169
2022-08-01,2022,Q3,8,KA,Karnataka,3W,Force Motors,489
2022-08-01,2022,Q3,8,KA,Karnataka,4W,Maruti Suzuki,3536
2022-08-01,2022,Q3,8,KA,Karnataka,4W,Hyundai,2901
2022-08-01,2022,Q3,8,KA,Karnataka,4W,Tata Motors,1360
2022-08-01,2022,Q3,8,KA,Karnataka,4W,Mahindra,1468
2022-08-01,2022,Q3,8,KA,Karnataka,4W,Honda,1904
2022-08-01,2022,Q3,8,KA,Karnataka,4W,Toyota,1595
2022-08-01,2022,Q3,8,TN,Tamil Nadu,2W,Hero,9066
2022-08-01,2022,Q3,8,TN,Tamil Nadu,2W,Honda,11424
2022-08-01,2022,Q3,8,TN,Tamil Nadu,2W,Bajaj,7978
2022-08-01,2022,Q3,8,TN,Tamil Nadu,2W,TVS,3944
2022-08-01,2022,Q3,8,TN,Tamil Nadu,2W,Yamaha,1994
2022-08-01,2022,Q3,8,TN,Tamil Nadu,2W,Royal Enfield,1224
2022-08-01,2022,Q3,8,TN,Tamil Nadu,3W,Bajaj,2992
2022-08-01,2022,Q3,8,TN,Tamil Nadu,3W,TVS,1314
2022-08-01,2022,Q3,8,TN,Tamil Nadu,3W,Mahindra,979
2022-08-01,2022,Q3,8,TN,Tamil Nadu,3W,Piaggio,1169
2022-08-01,2022,Q3,8,TN,Tamil Nadu,3W,Force Motors,489
2022-08-01,2022,Q3,8,TN,Tamil Nadu,4W,Maruti Suzuki,3536
2022-08-01,2022,Q3,8,TN,Tamil Nadu,4W,Hyundai,2901
2022-08-01,2022,Q3,8,TN,Tamil Nadu,4W,Tata Motors,1360
2022-08-01,2022,Q3,8,TN,Tamil Nadu,4W,Mahindra,1468
2022-08-01,2022,Q3,8,TN,Tamil Nadu,4W,Honda,1904
2022-08-01,2022,Q3,8,TN,Tamil Nadu,4W,Toyota,1595
2022-08-01,2022,Q3,8,UP,Uttar Pradesh,2W,Hero,9066
2022-08-01,2022,Q3,8,UP,Uttar Pradesh,2W,Honda,11424
2022-08-01,2022,Q3,8,UP,Uttar Pradesh,2W,Bajaj,7978
2022-08-01,2022,Q3,8,UP,Uttar Pradesh,2W,TVS,3944
2022-08-01,2022,Q3,8,UP,Uttar Pradesh,2W,Yamaha,1994
2022-08-01,2022,Q3,8,UP,Uttar Pradesh,2W,Royal Enfield,1224
2022-08-01,2022,Q3,8,UP,Uttar Pradesh,3W,Bajaj,2992
2022-08-01,2022,Q3,8,UP,Uttar Pradesh,3W,TVS,1314
2022-08-01,2022,Q3,8,UP,Uttar Pradesh,3W,Mahindra,979
2022-08-01,2022,Q3,8,UP,Uttar Pradesh,3W,Piaggio,1169
2022-08-01,2022,Q3,8,UP,Uttar Pradesh,3W,Force Motors,489
2022-08-01,2022,Q3,8,UP,Uttar Pradesh,4W,Maruti Suzuki,3536
2022-08-01,2022,Q3,8,UP,Uttar Pradesh,4W,Hyundai,2901
2022-08-01,2022,Q3,8,UP,Uttar Pradesh,4W,Tata Motors,1360
2022-08-01,2022,Q3,8,UP,Uttar Pradesh,4W,Mahindra,1468
2022-08-01,2022,Q3,8,UP,Uttar Pradesh,4W,Honda,1904
2022-08-01,2022,Q3,8,UP,Uttar Pradesh,4W,Toyota,1595
2022-08-01,2022,Q3,8,GJ,Gujarat,2W,Hero,9066
2022-08-01,2022,Q3,8,GJ,Gujarat,2W,Honda,11424
2022-08-01,2022,Q3,8,GJ,Gujarat,2W,Bajaj,7978
2022-08-01,2022,Q3,8,GJ,Gujarat,2W,TVS,3944
2022-08-01,2022,Q3,8,GJ,Gujarat,2W,Yamaha,1994
2022-08-01,2022,Q3,8,GJ,Gujarat,2W,Royal Enfield,1224
2022-08-01,2022,Q3,8,GJ,Gujarat,3W,Bajaj,2992
2022-08-01,2022,Q3,8,GJ,Gujarat,3W,TVS,1314
2022-08-01,2022,Q3,8,GJ,Gujarat,3W,Mahindra,979
2022-08-01,2022,Q3,8,GJ,Gujarat,3W,Piaggio,1169
2022-08-01,2022,Q3,8,GJ,Gujarat,3W,Force Motors,489
2022-08-01,2022,Q3,8,GJ,Gujarat,4W,Maruti Suzuki,3536
2022-08-01,2022,Q3,8,GJ,Gujarat,4W,Hyundai,2901
2022-08-01,2022,Q3,8,GJ,Gujarat,4W,Tata Motors,1360
2022-08-01,2022,Q3,8,GJ,Gujarat,4W,Mahindra,1468
2022-08-01,2022,Q3,8,GJ,Gujarat,4W,Honda,1904
2022-08-01,2022,Q3,8,GJ,Gujarat,4W,Toyota,1595
2022-08-01,2022,Q3,8,RJ,Rajasthan,2W,Hero,9066
2022-08-01,2022,Q3,8,RJ,Rajasthan,2W,Honda,11424
2022-08-01,2022,Q3,8,RJ,Rajasthan,2W,Bajaj,7978
2022-08-01,2022,Q3,8,RJ,Rajasthan,2W,TVS,3944
2022-08-01,2022,Q3,8,RJ,Rajasthan,2W,Yamaha,1994
2022-08-01,2022,Q3,8,RJ,Rajasthan,2W,Royal Enfield,1224
2022-08-01,2022,Q3,8,RJ,Rajasthan,3W,Bajaj,2992
2022-08-01,2022,Q3,8,RJ,Rajasthan,3W,TVS,1314
2022-08-01,2022,Q3,8,RJ,Rajasthan,3W,Mahindra,979
2022-08-01,2022,Q3,8,RJ,Rajasthan,3W,Piaggio,1169
2022-08-01,2022,Q3,8,RJ,Rajasthan,3W,Force Motors,489
2022-08-01,2022,Q3,8,RJ,Rajasthan,4W,Maruti Suzuki,3536
2022-08-01,2022,Q3,8,RJ,Rajasthan,4W,Hyundai,2901
2022-08-01,2022,Q3,8,RJ,Rajasthan,4W,Tata Motors,1360
2022-08-01,2022,Q3,8,RJ,Rajasthan,4W,Mahindra,1468
2022-08-01,2022,Q3,8,RJ,Rajasthan,4W,Honda,1904
2022-08-01,2022,Q3,8,RJ,Rajasthan,4W,Toyota,1595
2022-08-01,2022,Q3,8,WB,West Bengal,2W,Hero,9066
2022-08-01,2022,Q3,8,WB,West Bengal,2W,Honda,11424
2022-08-01,2022,Q3,8,WB,West Bengal,2W,Bajaj,7978
2022-08-01,2022,Q3,8,WB,West Bengal,2W,TVS,3944
2022-08-01,2022,Q3,8,WB,West Bengal,2W,Yamaha,1994
2022-08-01,2022,Q3,8,WB,West Bengal,2W,Royal Enfield,1224
2022-08-01,2022,Q3,8,WB,West Bengal,3W,Bajaj,2992
2022-08-01,2022,Q3,8,WB,West Bengal,3W,TVS,1314
2022-08-01,2022,Q3,8,WB,West Bengal,3W,Mahindra,979
2022-08-01,2022,Q3,8,WB,West Bengal,3W,Piaggio,1169
2022-08-01,2022,Q3,8,WB,West Bengal,3W,Force Motors,489
2022-08-01,2022,Q3,8,WB,West Bengal,4W,Maruti Suzuki,3536
2022-08-01,2022,Q3,8,WB,West Bengal,4W,Hyundai,2901
2022-08-01,2022,Q3,8,WB,West Bengal,4W,Tata Motors,1360
2022-08-01,2022,Q3,8,WB,West Bengal,4W,Mahindra,1468
2022-08-01,2022,Q3,8,WB,West Bengal,4W,Honda,1904
2022-08-01,2022,Q3,8,WB,West Bengal,4W,Toyota,1595
2022-08-01,2022,Q3,8,AP,Andhra Pradesh,2W,Hero,9066
2022-08-01,2022,Q3,8,AP,Andhra Pradesh,2W,Honda,11424
2022-08-01,2022,Q3,8,AP,Andhra Pradesh,2W,Bajaj,7978
2022-08-01,2022,Q3,8,AP,Andhra Pradesh,2W,TVS,3944
2022-08-01,2022,Q3,8,AP,Andhra Pradesh,2W,Yamaha,1994
2022-08-01,2022,Q3,8,AP,Andhra Pradesh,2W,Royal Enfield,1224
2022-08-01,2022,Q3,8,AP,Andhra Pradesh,3W,Bajaj,2992
2022-08-01,2022,Q3,8,AP,Andhra Pradesh,3W,TVS,1314
2022-08-01,2022,Q3,8,AP,Andhra Pradesh,3W,Mahindra,979
2022-08-01,2022,Q3,8,AP,Andhra Pradesh,3W,Piaggio,1169
2022-08-01,2022,Q3,8,AP,Andhra Pradesh,3W,Force Motors,489
2022-08-01,2022,Q3,8,AP,Andhra Pradesh,4W,Maruti Suzuki,3536
2022-08-01,2022,Q3,8,AP,Andhra Pradesh,4W,Hyundai,2901
2022-08-01,2022,Q3,8,AP,Andhra Pradesh,4W,Tata Motors,1360
2022-08-01,2022,Q3,8,AP,Andhra Pradesh,4W,Mahindra,1468
2022-08-01,2022,Q3,8,AP,Andhra Pradesh,4W,Honda,1904
2022-08-01,2022,Q3,8,AP,Andhra Pradesh,4W,Toyota,1595
2022-08-01,2022,Q3,8,TS,Telangana,2W,Hero,9066
2022-08-01,2022,Q3,8,TS,Telangana,2W,Honda,11424
2022-08-01,2022,Q3,8,TS,Telangana,2W,Bajaj,7978
2022-08-01,2022,Q3,8,TS,Telangana,2W,TVS,3944
2022-08-01,2022,Q3,8,TS,Telangana,2W,Yamaha,1994
2022-08-01,2022,Q3,8,TS,Telangana,2W,Royal Enfield,1224
2022-08-01,2022,Q3,8,TS,Telangana,3W,Bajaj,2992
2022-08-01,2022,Q3,8,TS,Telangana,3W,TVS,1314
2022-08-01,2022,Q3,8,TS,Telangana,3W,Mahindra,979
2022-08-01,2022,Q3,8,TS,Telangana,3W,Piaggio,1169
2022-08-01,2022,Q3,8,TS,Telangana,3W,Force Motors,489
2022-08-01,2022,Q3,8,TS,Telangana,4W,Maruti Suzuki,3536
2022-08-01,2022,Q3,8,TS,Telangana,4W,Hyundai,2901
2022-08-01,2022,Q3,8,TS,Telangana,4W,Tata Motors,1360
2022-08-01,2022,Q3,8,TS,Telangana,4W,Mahindra,1468
2022-08-01,2022,Q3,8,TS,Telangana,4W,Honda,1904
2022-08-01,2022,Q3,8,TS,Telangana,4W,Toyota,1595
2022-09-01,2022,Q3,9,DL,Delhi,2W,Hero,8096
2022-09-01,2022,Q3,9,DL,Delhi,2W,Honda,6624
2022-09-01,2022,Q3,9,DL,Delhi,2W,Bajaj,4048
2022-09-01,2022,Q3,9,DL,Delhi,2W,TVS,3449
2022-09-01,2022,Q3,9,DL,Delhi,2W,Yamaha,1932
2022-09-01,2022,Q3,9,DL,Delhi,2W,Royal Enfield,1932
2022-09-01,2022,Q3,9,DL,Delhi,3W,Bajaj,1517
2022-09-01,2022,Q3,9,DL,Delhi,3W,TVS,1150
2022-09-01,2022,Q3,9,DL,Delhi,3W,Mahindra,1214
2022-09-01,2022,Q3,9,DL,Delhi,3W,Piaggio,552
2022-09-01,2022,Q3,9,DL,Delhi,3W,Force Motors,423
2022-09-01,2022,Q3,9,DL,Delhi,4W,Maruti Suzuki,2898
2022-09-01,2022,Q3,9,DL,Delhi,4W,Hyundai,4048
2022-09-01,2022,Q3,9,DL,Delhi,4W,Tata Motors,2138
2022-09-01,2022,Q3,9,DL,Delhi,4W,Mahindra,1821
2022-09-01,2022,Q3,9,DL,Delhi,4W,Honda,1104
2022-09-01,2022,Q3,9,DL,Delhi,4W,Toyota,919
2022-09-01,2022,Q3,9,MH,Maharashtra,2W,Hero,8096
2022-09-01,2022,Q3,9,MH,Maharashtra,2W,Honda,6624
2022-09-01,2022,Q3,9,MH,Maharashtra,2W,Bajaj,4048
2022-09-01,2022,Q3,9,MH,Maharashtra,2W,TVS,3449
2022-09-01,2022,Q3,9,MH,Maharashtra,2W,Yamaha,1932
2022-09-01,2022,Q3,9,MH,Maharashtra,2W,Royal Enfield,1932
2022-09-01,2022,Q3,9,MH,Maharashtra,3W,Bajaj,1517
2022-09-01,2022,Q3,9,MH,Maharashtra,3W,TVS,1150
2022-09-01,2022,Q3,9,MH,Maharashtra,3W,Mahindra,1214
2022-09-01,2022,Q3,9,MH,Maharashtra,3W,Piaggio,552
2022-09-01,2022,Q3,9,MH,Maharashtra,3W,Force Motors,423
2022-09-01,2022,Q3,9,MH,Maharashtra,4W,Maruti Suzuki,2898
2022-09-01,2022,Q3,9,MH,Maharashtra,4W,Hyundai,4048
2022-09-01,2022,Q3,9,MH,Maharashtra,4W,Tata Motors,2138
2022-09-01,2022,Q3,9,MH,Maharashtra,4W,Mahindra,1821
2022-09-01,2022,Q3,9,MH,Maharashtra,4W,Honda,1104
2022-09-01,2022,Q3,9,MH,Maharashtra,4W,Toyota,919
2022-09-01,2022,Q3,9,KA,Karnataka,2W,Hero,8096
2022-09-01,2022,Q3,9,KA,Karnataka,2W,Honda,6624
2022-09-01,2022,Q3,9,KA,Karnataka,2W,Bajaj,4048
2022-09-01,2022,Q3,9,KA,Karnataka,2W,TVS,3449
2022-09-01,2022,Q3,9,KA,Karnataka,2W,Yamaha,1932
2022-09-01,2022,Q3,9,KA,Karnataka,2W,Royal Enfield,1932
2022-09-01,2022,Q3,9,KA,Karnataka,3W,Bajaj,1517
2022-09-01,2022,Q3,9,KA,Karnataka,3W,TVS,1150
2022-09-01,2022,Q3,9,KA,Karnataka,3W,Mahindra,1214
2022-09-01,2022,Q3,9,KA,Karnataka,3W,Piaggio,552
2022-09-01,2022,Q3,9,KA,Karnataka,3W,Force Motors,423
2022-09-01,2022,Q3,9,KA,Karnataka,4W,Maruti Suzuki,2898
2022-09-01,2022,Q3,9,KA,Karnataka,4W,Hyundai,4048
2022-09-01,2022,Q3,9,KA,Karnataka,4W,Tata Motors,2138
2022-09-01,2022,Q3,9,KA,Karnataka,4W,Mahindra,1821
2022-09-01,2022,Q3,9,KA,Karnataka,4W,Honda,1104
2022-09-01,2022,Q3,9,KA,Karnataka,4W,Toyota,919
2022-09-01,2022,Q3,9,TN,Tamil Nadu,2W,Hero,8096
2022-09-01,2022,Q3,9,TN,Tamil Nadu,2W,Honda,6624
2022-09-01,2022,Q3,9,TN,Tamil Nadu,2W,Bajaj,4048
2022-09-01,2022,Q3,9,TN,Tamil Nadu,2W,TVS,3449
2022-09-01,2022,Q3,9,TN,Tamil Nadu,2W,Yamaha,1932
2022-09-01,2022,Q3,9,TN,Tamil Nadu,2W,Royal Enfield,1932
